Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Queens East,QE13,11,2014,May,74.92427995,40.20061334,71.81933834,866.5403407
Queens East,QE13,9,2014,March,78.95812343,33.89129015,73.89314367,796.0095317
Queens East,QE13,8,2014,February,77.27097019,34.97160792,78.21624467,713.9802906
Queens East,QE13,2,2014,August,77.93405917,36.11614657,67.13369178,860.9514712
Queens East,QE13,4,2014,October,73.25150068,34.58132583,73.39252119,665.5792664
Queens East,QE13,5,2014,November,79.75434983,33.26396916,65.89824007,970.2736957
Queens East,QE13,6,2014,December,78.00975116,36.76813604,70.56907129,749.355994
Queens East,QE13,7,2015,January,80.99827744,32.84204182,72.20820626,895.1343924
Queens East,QE13,10,2015,April,72.08810239,42.97450611,80.91509868,736.0511206
Queens East,QE13,8,2015,February,77.74889097,36.81243005,89.60764832,716.7293429
Queens East,QE13,3,2015,September,76.59622918,34.38295276,72.06610821,797.2452745
Queens East,QE13,12,2015,June,76.23866336,42.72562848,80.73670447,915.1221959
Queens East,QE13,11,2015,May,75.92979458,38.2966499,75.5777788,914.5094634
Queens East,QE13,2,2015,August,77.49251999,35.05568997,65.57980357,843.5331859
Queens East,QE13,1,2015,July,71.69743025,35.38161146,67.50436414,618.3888374
Queens East,QE13,9,2015,March,78.86830035,35.60228368,75.04788952,786.0019448
Queens East,QE13,4,2015,October,72.33211649,34.6439896,70.93917677,637.292644
Queens East,QE13,5,2015,November,79.66593267,33.72542732,67.46030326,961.8187584
Queens East,QE13,6,2015,December,73.45329461,37.08422691,71.4561632,583.1010564
Queens East,QE13,11,2016,May,76.65101435,41.41974733,87.28291294,931.442115
Queens East,QE13,3,2016,September,72.45305403,34.42150718,82.75049794,631.7848848
Queens East,QE13,9,2016,March,74.0095921,33.13270818,78.76104399,601.1008699
Queens East,QE13,10,2016,April,77.20139486,44.22178881,91.17028229,949.9824329
Queens East,QE13,2,2016,August,77.78233296,34.53338621,71.50862307,851.5533747
Queens East,QE13,7,2016,January,80.05907238,33.55004599,74.33695536,842.5851411
Queens East,QE13,8,2016,February,75.97376051,38.75215196,94.30861532,639.6961688
Queens East,QE13,12,2016,June,71.78499591,40.39741749,89.81318598,721.2581346
Queens East,QE13,1,2016,July,71.99328073,34.17721973,71.35072772,625.9926069
Queens East,QE13,4,2016,October,77.06656972,35.62563205,79.62528122,807.7356708
Queens East,QE13,5,2016,November,78.97127889,32.24966553,74.85063755,917.0002492
Queens East,QE13,6,2016,December,73.69973412,38.01153888,77.59860226,583.2705576
Queens East,QE13,10,2017,April,75.83566187,40.44025085,94.41251893,884.4649758
Queens East,QE13,7,2017,January,78.94854773,36.07349342,87.11707019,767.0135805
Queens East,QE13,1,2017,July,76.78413094,34.7540106,82.35649736,791.2895477
Queens East,QE13,9,2017,March,75.56413393,31.60200599,80.74264181,654.0327343
Queens East,QE13,11,2017,May,71.18702423,37.97485485,90.2698368,703.8620378
Queens East,QE13,12,2017,June,75.77075917,39.05165527,93.93055183,884.6751999
Queens East,QE13,2,2017,August,73.46641383,34.69716446,79.48701383,665.3512574
Queens East,QE13,3,2017,September,76.27968219,34.09293848,88.63306509,767.2276705
Queens East,QE13,8,2017,February,75.73906234,33.18687653,82.41298442,655.2404746
Queens East,QE13,4,2017,October,76.73065386,35.20383683,84.0403304,788.9766308
Queens East,QE13,5,2017,November,75.39703865,36.18394112,83.52531108,708.8035118
Queens East,QE13,6,2017,December,78.26266691,37.49069623,80.19680259,747.6846161
Queens East,QE13,8,2018,February,77.12595218,31.97467502,95.09193473,696.8133384
Queens East,QE13,2,2018,August,73.00510358,30.60873428,83.2315639,653.4208544
Queens East,QE13,1,2018,July,75.96282981,32.080339,84.89064238,758.6924203
Queens East,QE13,10,2018,April,76.94876223,41.19466757,95.54311277,937.8181141
Queens East,QE13,3,2018,September,76.05827938,30.43377135,91.88608793,762.6401295
Queens East,QE13,7,2018,January,77.2228744,33.94513815,95.28467472,689.621531
Queens East,QE13,11,2018,May,73.01274618,37.35478837,91.49591144,688.7252706
Queens East,QE13,9,2018,March,78.77323047,31.65225676,83.26285463,781.7696104
Queens East,QE13,12,2018,June,77.33336683,38.35013475,96.8824029,878.8176205
Queens East,QE13,4,2018,October,76.54765686,29.72431906,89.2247621,787.8840921
Queens East,QE13,6,2018,December,78.60868859,32.56048663,83.26133227,767.747483
Queens East,QE13,5,2018,November,75.42251413,32.4289121,84.47182212,707.4399016
Queens East,QE13,1,2019,July,77.62911268,33.00456953,84.33197491,767.4529541
Queens East,QE13,2,2019,August,74.02983371,32.137058,81.29472921,624.4520339
Queens East,QE13,3,2019,September,76.48722494,30.93809699,93.02981599,710.65637
Queens East,QE13,4,2019,October,72.82151058,30.89023012,91.79405069,590.6345329
Queens East,QE13,5,2019,November,79.37934206,30.16809432,89.45348215,828.5330203
Queens East,QE13,6,2019,December,78.67493509,30.98075101,82.50607064,730.3585548
Queens East,QE14,11,2005,May,66.52633605,39.88452877,38.13128273,528.0938812
Queens East,QE14,7,2005,January,69.72534765,39.0381558,35.49247201,557.7495952
Queens East,QE14,9,2005,March,63.96661322,41.48145052,37.37226423,425.9352854
Queens East,QE14,10,2005,April,65.90695501,41.94591686,46.14780908,505.314728
Queens East,QE14,12,2005,June,61.09477441,39.01142378,37.9614648,418.2213469
Queens East,QE14,2,2006,August,62.36601639,36.54028951,35.86654013,422.796207
Queens East,QE14,10,2006,April,66.84944815,40.63172198,38.1339483,534.8945379
Queens East,QE14,7,2006,January,67.75490629,39.01981395,35.3669925,504.282746
Queens East,QE14,12,2006,June,65.93692516,38.65856427,36.3538581,517.1367487
Queens East,QE14,8,2006,February,63.98772547,34.92888238,35.56412895,434.8996754
Queens East,QE14,9,2006,March,63.32603867,37.1995748,36.0599847,419.8317015
Queens East,QE14,1,2006,July,65.91389712,35.71676588,36.41897469,493.8926953
Queens East,QE14,11,2006,May,61.07518213,38.28757322,35.59529429,419.9913409
Queens East,QE14,3,2006,September,66.65208793,40.13279911,45.10701156,538.5638444
Queens East,QE14,4,2006,October,66.01564781,42.94795525,41.14433128,522.4553385
Queens East,QE14,5,2006,November,62.14760799,41.07617192,41.60794243,423.5777418
Queens East,QE14,6,2006,December,69.39679449,41.72658792,35.96323443,544.8959652
Queens East,QE14,7,2007,January,64.65018454,37.53115513,35.77628116,439.2969454
Queens East,QE14,11,2007,May,61.58131126,37.12149195,35.45105903,430.297611
Queens East,QE14,1,2007,July,65.69904321,36.02694342,35.90568388,489.232669
Queens East,QE14,12,2007,June,66.51305557,38.55489631,34.29262722,532.3129397
Queens East,QE14,10,2007,April,67.62801811,40.01504483,37.3501029,555.5596299
Queens East,QE14,2,2007,August,63.25162594,37.52566699,35.76181571,438.184242
Queens East,QE14,9,2007,March,68.52232025,39.8284668,35.4190788,526.1418092
Queens East,QE14,8,2007,February,65.66556098,37.41658274,37.90867735,463.4548298
Queens East,QE14,3,2007,September,66.51280599,39.4084266,40.06933741,539.5648928
Queens East,QE14,4,2007,October,67.41382302,39.98310819,40.085463,561.2007117
Queens East,QE14,6,2007,December,69.15560742,39.77306031,33.83960755,543.2749946
Queens East,QE14,5,2007,November,62.4459207,41.40883249,38.64554957,432.2890081
Queens East,QE14,1,2008,July,66.93443271,36.22550804,35.48982037,517.1473181
Queens East,QE14,11,2008,May,67.11594686,37.64754297,35.67287849,547.0642316
Queens East,QE14,10,2008,April,61.59291727,38.6840623,37.71985399,427.5727032
Queens East,QE14,12,2008,June,67.10499838,36.94864782,38.95763768,545.131931
Queens East,QE14,8,2008,February,64.91144398,38.04052537,36.95946524,448.1914738
Queens East,QE14,9,2008,March,69.12257828,36.03986264,36.09456383,545.9119851
Queens East,QE14,7,2008,January,64.19777125,37.86277237,37.82017748,431.2096861
Queens East,QE14,3,2008,September,67.75336646,37.72216263,44.3162272,570.0629553
Queens East,QE14,2,2008,August,63.14431355,38.15312524,35.481543,435.7108755
Queens East,QE14,4,2008,October,62.86128063,39.41721265,40.16245808,459.7411953
Queens East,QE14,5,2008,November,68.2954796,38.87438336,39.70570816,580.3686771
Queens East,QE14,6,2008,December,69.63465779,39.01306973,33.43798787,557.1121964
Queens East,QE14,9,2009,March,69.74769492,33.65078133,37.84057754,564.2690267
Queens East,QE14,2,2009,August,68.9528479,37.2564652,36.06638804,565.4880394
Queens East,QE14,11,2009,May,65.96973525,33.43400227,34.90530897,525.2406563
Queens East,QE14,7,2009,January,71.10571388,36.96225656,40.87691949,587.9441735
Queens East,QE14,8,2009,February,65.57900484,34.0326473,37.25396747,466.2342847
Queens East,QE14,1,2009,July,62.37144453,34.19471968,36.51876307,424.8049141
Queens East,QE14,12,2009,June,66.11654442,37.78730586,38.38046187,520.846624
Queens East,QE14,10,2009,April,62.42156233,36.45109038,39.01958551,444.3606325
Queens East,QE14,3,2009,September,67.6264626,38.55146177,44.80095881,565.2779854
Queens East,QE14,4,2009,October,63.20081414,36.76326748,42.83895286,467.9236533
Queens East,QE14,6,2009,December,65.30101308,40.49479646,40.63939982,450.484971
Queens East,QE14,5,2009,November,68.77621442,36.50841347,39.97661751,602.6481151
Queens East,QE14,12,2010,June,61.84409015,34.769004,37.54982161,436.1824548
Queens East,QE14,10,2010,April,65.9860613,32.37365352,35.23501391,526.6555726
Queens East,QE14,8,2010,February,66.50281403,32.04043963,34.90350988,490.0554768
Queens East,QE14,11,2010,May,66.32121093,32.0048158,34.90543395,535.2950257
Queens East,QE14,7,2010,January,68.87816103,33.41410095,40.35008344,535.8892412
Queens East,QE14,9,2010,March,59.78513497,31.79056492,34.42636648,367.4556682
Queens East,QE14,2,2010,August,67.9434707,32.39039573,38.51986207,543.8061559
Queens East,QE14,1,2010,July,61.22037165,31.75091529,37.88395877,406.0540894
Queens East,QE14,3,2010,September,61.9176968,33.806888,45.34949569,444.7519689
Queens East,QE14,4,2010,October,67.57923231,34.04645762,42.01429366,572.2286185
Queens East,QE14,5,2010,November,68.58129839,33.93676552,36.65433858,603.3845298
Queens East,QE14,6,2010,December,65.23922884,38.08978308,36.52713399,454.9389655
Queens East,QE14,9,2011,March,61.88131808,31.00250606,32.1724293,403.4002059
Queens East,QE14,10,2011,April,66.22220078,33.64119659,34.87340805,530.9634176
Queens East,QE14,3,2011,September,62.27003188,33.9303493,43.16946947,452.5530106
Queens East,QE14,1,2011,July,67.45685937,31.03327126,36.30767974,535.3565094
Queens East,QE14,8,2011,February,62.88960658,32.07199243,38.08339392,416.3129755
Queens East,QE14,11,2011,May,66.28898778,33.37779269,30.20555101,536.3595385
Queens East,QE14,7,2011,January,68.48478253,32.53452138,33.70263912,536.665348
Queens East,QE14,2,2011,August,68.27489658,32.45952215,33.17867888,556.6513247
Queens East,QE14,12,2011,June,61.63006516,31.98768364,33.9904251,437.1904469
Queens East,QE14,4,2011,October,67.14255054,33.63855847,39.51808776,563.2646382
Queens East,QE14,6,2011,December,69.53229112,34.80141213,34.83138874,559.3793112
Queens East,QE14,5,2011,November,68.69488493,33.15107853,36.13208794,608.1036518
Queens East,QE14,2,2012,August,60.65409981,29.33766998,29.649063,403.7990527
Queens East,QE14,11,2012,May,61.22413275,32.60936125,34.13655231,429.0678047
Queens East,QE14,8,2012,February,58.32998795,28.90300456,31.69194315,349.9564369
Queens East,QE14,12,2012,June,66.23183129,32.64280963,33.26808275,533.6024543
Queens East,QE14,3,2012,September,64.18466296,30.9909603,37.24191097,498.4991975
Queens East,QE14,1,2012,July,67.71505529,30.38862426,34.12325429,544.3405053
Queens East,QE14,9,2012,March,67.49765116,28.21664409,31.28367158,520.3971494
Queens East,QE14,7,2012,January,69.30531824,32.26585909,37.44104171,550.6677761
Queens East,QE14,10,2012,April,67.66503531,31.49669817,36.66364707,568.1006277
Queens East,QE14,4,2012,October,66.90989297,31.23223146,38.85281809,561.0307849
Queens East,QE14,6,2012,December,69.01213877,33.49718225,34.02415518,548.3771109
Queens East,QE14,5,2012,November,62.68814691,32.57277925,39.13467791,464.5126163
Queens East,QE14,11,2013,May,57.69296034,26.55669255,23.34584402,381.2820554
Queens East,QE14,8,2013,February,62.37162406,26.84572026,25.08585519,420.5525211
Queens East,QE14,7,2013,January,62.10795899,26.63076176,23.31540267,415.191559
Queens East,QE14,1,2013,July,67.36385645,29.57693258,34.4158057,536.4586007
Queens East,QE14,10,2013,April,63.59655842,27.17756632,23.74653812,487.5195802
Queens East,QE14,12,2013,June,63.46111287,29.35956109,26.12434503,480.7590601
Queens East,QE14,3,2013,September,66.97085405,32.04350881,39.75163584,560.8728286
Queens East,QE14,2,2013,August,62.42630294,29.72211364,32.63817372,432.8389279
Queens East,QE14,9,2013,March,66.91149508,28.23795736,24.27453624,511.871582
Queens East,QE14,4,2013,October,64.05379158,28.24378004,31.93792909,487.5468961
Queens East,QE14,5,2013,November,64.46128702,14.14745856,27.44032393,530.737818
Queens East,QE14,6,2013,December,66.95021394,25.29452221,19.25817444,520.259063
Queens East,QE14,7,2014,January,64.12201778,30.31206483,33.69518456,438.0961671
Queens East,QE14,3,2014,September,65.90621629,28.99553817,35.75449365,541.2388326
Queens East,QE14,1,2014,July,58.89964474,27.34341312,28.6590453,377.6658304
Queens East,QE14,2,2014,August,66.31082442,28.14706864,29.05471221,517.4596256
Queens East,QE14,11,2014,May,65.76633133,30.48197054,30.43504895,527.2890204
Queens East,QE14,10,2014,April,60.52525728,31.145198,32.35541454,419.0898713
Queens East,QE14,8,2014,February,64.43193593,29.48526944,31.51193879,452.3315812
Queens East,QE14,12,2014,June,65.96766212,31.11690197,31.19905501,530.7063618
Queens East,QE14,9,2014,March,67.95891001,28.21214567,31.09381463,531.6488018
Queens East,QE14,4,2014,October,61.54271422,28.69375367,32.63785961,450.0794762
Queens East,QE14,5,2014,November,67.82320186,29.76044229,32.06451888,591.7562767
Queens East,QE14,6,2014,December,68.11698339,32.99993417,32.41727291,527.9928116
Queens East,QE14,3,2015,September,66.15078568,29.31117133,35.68399075,546.8130387
Queens East,QE14,12,2015,June,66.0764078,31.25581905,33.71266064,531.2577829
Queens East,QE14,9,2015,March,67.60325514,31.00602326,33.25332891,517.7123429
Queens East,QE14,7,2015,January,69.24481233,25.80793239,30.70071723,561.5839845
Queens East,QE14,1,2015,July,60.60144027,28.55302101,31.50279377,402.501507
Queens East,QE14,8,2015,February,65.86976156,32.53834192,40.68415968,471.7150877
Queens East,QE14,11,2015,May,66.28999701,27.93315084,32.55093108,541.2718995
Queens East,QE14,10,2015,April,60.57977973,29.2516972,33.01191671,421.468961
Queens East,QE14,2,2015,August,67.01624711,28.21471051,28.80619088,534.2671981
Queens East,QE14,4,2015,October,61.46848655,29.94244325,34.15160653,446.534356
Queens East,QE14,5,2015,November,68.31944408,30.85363991,34.18536844,602.3094074
Queens East,QE14,6,2015,December,63.19963752,33.6078803,34.55745344,422.4167162
Queens East,QE14,11,2016,May,66.87345417,31.8108912,38.71737866,546.0702367
Queens East,QE14,12,2016,June,61.45919984,30.76437146,39.65558065,431.8239116
Queens East,QE14,2,2016,August,67.39769727,28.51162033,32.98934112,539.7845453
Queens East,QE14,3,2016,September,61.62463043,30.36781244,43.48441178,443.926669
Queens East,QE14,1,2016,July,60.68447182,29.01792826,33.79028164,402.0673312
Queens East,QE14,8,2016,February,64.09616567,32.82616126,41.12029109,435.7289822
Queens East,QE14,7,2016,January,69.24627082,28.41851043,35.68365814,551.8001231
Queens East,QE14,9,2016,March,62.6111079,28.96828267,36.3225334,415.7609719
Queens East,QE14,10,2016,April,66.62416715,31.99669498,39.58514398,539.0832133
Queens East,QE14,4,2016,October,67.24029026,30.6040171,40.20584632,569.3892678
Queens East,QE14,5,2016,November,67.69586578,30.063501,37.49751865,584.014082
Queens East,QE14,6,2016,December,63.36327649,34.83967886,37.77266294,422.0229448
Queens East,QE14,7,2017,January,67.91300997,31.23332266,39.69571152,511.5369028
Queens East,QE14,9,2017,March,63.14687058,28.64156316,37.54066792,425.0108131
Queens East,QE14,11,2017,May,61.12974772,30.21951611,41.78168653,425.1301096
Queens East,QE14,10,2017,April,65.81144019,31.34886333,43.90812172,517.4609829
Queens East,QE14,3,2017,September,66.18216336,30.58816421,45.03434016,539.6901351
Queens East,QE14,2,2017,August,62.06617933,28.38874282,37.21232387,424.5924983
Queens East,QE14,8,2017,February,63.79785374,28.83809266,38.45568375,436.3062916
Queens East,QE14,12,2017,June,66.31046287,31.20887762,43.46291735,529.6113628
Queens East,QE14,1,2017,July,66.37136499,29.23780391,39.05340229,509.7167543
Queens East,QE14,4,2017,October,67.51824684,31.12399188,44.94517639,572.5622668
Queens East,QE14,5,2017,November,62.98043359,34.24567681,44.79044874,463.1196907
Queens East,QE14,6,2017,December,68.80860517,35.12420784,39.70727907,536.3455365
Queens East,QE14,11,2018,May,61.5731777,31.39668012,41.70767343,416.8763121
Queens East,QE14,7,2018,January,68.23077109,32.42471593,48.33778608,497.4286706
Queens East,QE14,10,2018,April,68.07726067,32.67113629,42.7309957,557.8930222
Queens East,QE14,9,2018,March,67.69516923,31.02925059,39.18907243,504.1450205
Queens East,QE14,3,2018,September,66.79492831,30.02112705,50.23711862,551.9192029
Queens East,QE14,2,2018,August,62.30305057,27.71478056,40.42436305,427.4496356
Queens East,QE14,8,2018,February,69.89411877,33.85278319,52.14301394,540.9915484
Queens East,QE14,1,2018,July,66.39154759,29.29635184,41.5765641,508.1251908
Queens East,QE14,12,2018,June,66.97566053,32.21406682,45.25868208,526.9402616
Queens East,QE14,4,2018,October,67.39255917,29.85359388,48.97879665,568.1789244
Queens East,QE14,6,2018,December,70.19607988,33.72998758,43.8309466,551.3922375
Queens East,QE14,5,2018,November,62.94174116,32.05085952,46.43935375,445.9903997
Queens East,QE14,1,2019,July,67.27057025,31.53813518,44.14114879,508.118098
Queens East,QE14,2,2019,August,62.91136751,31.11243128,41.84855645,419.1018814
Queens East,QE14,3,2019,September,66.5729917,32.10933361,52.55253707,524.0786752
Queens East,QE14,4,2019,October,61.89520799,31.18697903,48.70852892,431.7071087
Queens East,QE14,5,2019,November,67.32407261,32.8772407,47.26392947,543.4464528
Queens East,QE14,6,2019,December,68.71036132,33.90656822,41.12181226,521.4921405
Queens West,QW01,11,2005,May,76.16327485,56.98609964,53.12773496,796.9354869
Queens West,QW01,9,2005,March,72.7605492,55.7197569,51.70908534,602.7755899
Queens West,QW01,10,2005,April,75.65314503,58.6545956,57.0641974,767.1503926
Queens West,QW01,7,2005,January,77.71990993,50.97034333,48.22640838,802.1376625
Queens West,QW01,12,2005,June,72.14450327,57.44144396,51.78183271,646.5688108
Queens West,QW01,7,2006,January,77.30299765,54.23076532,56.12111424,763.0028929
Queens West,QW01,8,2006,February,74.41473498,49.54771746,51.55854469,667.9131965
Queens West,QW01,2,2006,August,72.72581738,59.71009737,49.90795379,628.2021582
Queens West,QW01,10,2006,April,76.30476972,58.65923108,54.69829471,797.9212676
Queens West,QW01,12,2006,June,76.05278622,58.09067251,53.98175006,788.902076
Queens West,QW01,3,2006,September,75.88174262,54.71351519,61.71569971,799.7291942
Queens West,QW01,11,2006,May,71.92133386,53.95856981,53.96704755,642.8522501
Queens West,QW01,9,2006,March,73.29029457,51.19767627,53.87997442,624.9292775
Queens West,QW01,1,2006,July,76.17411175,54.3718444,51.87843684,760.9884065
Queens West,QW01,4,2006,October,75.49212324,58.13153567,59.54275359,778.3217859
Queens West,QW01,6,2006,December,77.70351307,55.45672994,48.52441423,791.0571239
Queens West,QW01,5,2006,November,73.14395665,56.66047661,58.84303829,672.4035191
Queens West,QW01,2,2007,August,73.23805211,58.03942616,50.84412105,646.4692176
Queens West,QW01,7,2007,January,74.21874901,52.82272298,58.54091685,643.7086712
Queens West,QW01,8,2007,February,75.52779541,51.70821927,59.83927079,695.192461
Queens West,QW01,10,2007,April,76.67332628,57.9799933,57.94545037,811.7737097
Queens West,QW01,1,2007,July,75.46792101,52.10682772,51.20581537,737.249273
Queens West,QW01,11,2007,May,72.06796098,54.77554636,54.54954557,645.6662233
Queens West,QW01,12,2007,June,76.96932191,58.50564953,58.53460832,823.5435537
Queens West,QW01,3,2007,September,75.44919227,54.8695945,60.71376332,781.8952874
Queens West,QW01,9,2007,March,77.66062711,55.8706293,54.16909053,781.0442482
Queens West,QW01,4,2007,October,76.82837897,57.48719793,62.0061114,836.3978362
Queens West,QW01,5,2007,November,72.96776492,57.34421238,61.94402008,652.7757111
Queens West,QW01,6,2007,December,77.71122852,54.26554262,51.52972572,788.9497877
Queens West,QW01,9,2008,March,77.92670933,50.20479305,57.06709496,802.1642222
Queens West,QW01,10,2008,April,72.82821797,62.58390118,57.2851343,654.9693084
Queens West,QW01,3,2008,September,76.21398891,53.73196271,64.83919151,813.1076771
Queens West,QW01,11,2008,May,77.04347295,56.06548268,52.74627816,839.4569983
Queens West,QW01,2,2008,August,73.23506747,58.00496672,51.76399166,645.426139
Queens West,QW01,1,2008,July,76.48656405,56.10352711,53.32254495,769.0027351
Queens West,QW01,12,2008,June,77.39616407,57.13725845,57.74713102,847.6782271
Queens West,QW01,7,2008,January,73.64345064,51.45277984,59.26538048,626.0683838
Queens West,QW01,8,2008,February,75.18944614,52.49497438,59.0516643,681.9926024
Queens West,QW01,4,2008,October,72.66048026,55.85992216,64.68628308,670.8513075
Queens West,QW01,5,2008,November,77.67992771,53.56513429,63.06744241,871.6883559
Queens West,QW01,6,2008,December,77.51897928,53.14140072,53.02875603,780.3832838
Queens West,QW01,1,2009,July,73.11936381,54.1185067,53.53227226,646.0845608
Queens West,QW01,11,2009,May,76.23232291,48.41162879,56.26785676,813.2053776
Queens West,QW01,8,2009,February,75.57303439,46.63927553,59.89984278,706.8025216
Queens West,QW01,2,2009,August,78.22140185,56.65562623,51.45694074,850.5634648
Queens West,QW01,9,2009,March,78.66184995,46.09001394,59.47027156,844.0504409
Queens West,QW01,10,2009,April,72.91883951,50.10902837,61.52276375,674.4760779
Queens West,QW01,12,2009,June,76.81393863,55.96566042,60.15356794,819.5544576
Queens West,QW01,3,2009,September,76.25791854,53.76805626,64.87749546,814.9633474
Queens West,QW01,7,2009,January,79.77802939,50.1512185,63.42459731,882.9781898
Queens West,QW01,4,2009,October,73.41917738,52.91969352,65.53342235,701.7561421
Queens West,QW01,5,2009,November,78.63200457,51.93378179,66.12328889,936.5830026
Queens West,QW01,6,2009,December,74.57169054,54.1953224,60.92184443,654.7893609
Queens West,QW01,2,2010,August,77.97001144,50.22808009,54.04778763,848.2045777
Queens West,QW01,1,2010,July,72.43385885,49.44994083,54.59369299,630.3883445
Queens West,QW01,11,2010,May,78.06516472,54.79961349,57.54414563,886.516557
Queens West,QW01,10,2010,April,77.65240136,50.12880639,58.52667098,874.31014
Queens West,QW01,9,2010,March,73.29686701,47.85881596,57.15586644,627.6943516
Queens West,QW01,3,2010,September,72.34304907,49.10569752,67.23292402,669.6209951
Queens West,QW01,12,2010,June,74.66151963,53.7295681,56.91615717,736.6314172
Queens West,QW01,8,2010,February,78.42752799,48.38164201,62.85315188,822.6197984
Queens West,QW01,7,2010,January,79.27483203,48.36216963,63.55077847,860.3655737
Queens West,QW01,4,2010,October,77.67039293,50.09104397,66.13484709,889.4981535
Queens West,QW01,6,2010,December,74.90850339,49.78445819,58.21113773,677.8965556
Queens West,QW01,5,2010,November,78.75139098,49.43061958,62.54650472,953.9100637
Queens West,QW01,2,2011,August,79.23627152,52.56316513,54.27233702,908.8404049
Queens West,QW01,12,2011,June,74.14714993,53.00537161,55.95313082,719.3386193
Queens West,QW01,9,2011,March,74.16011305,47.96098943,58.59095561,654.617812
Queens West,QW01,3,2011,September,73.6496588,51.61245682,67.92589546,710.2420713
Queens West,QW01,1,2011,July,78.21020343,49.72817166,53.77142626,861.6712959
Queens West,QW01,10,2011,April,77.9920196,54.01780785,58.7944025,882.7775697
Queens West,QW01,7,2011,January,79.30489987,51.09351039,63.09737586,860.1379886
Queens West,QW01,11,2011,May,77.74305457,59.87692559,56.70620573,860.1947212
Queens West,QW01,8,2011,February,74.80358978,46.95353674,60.49730399,677.0027016
Queens West,QW01,4,2011,October,78.41004096,51.26334923,67.39447134,924.3664172
Queens West,QW01,5,2011,November,79.5859348,50.35630957,64.93838804,997.8695468
Queens West,QW01,6,2011,December,78.99835309,51.55737737,57.29863531,851.1374512
Queens West,QW01,9,2012,March,79.24841731,45.05462933,57.03551707,880.2797716
Queens West,QW01,3,2012,September,76.68130395,49.65318623,64.8947509,843.2622297
Queens West,QW01,8,2012,February,72.45710422,46.82909469,61.11611461,599.5144118
Queens West,QW01,7,2012,January,79.92613587,50.06847327,64.16383348,891.139714
Queens West,QW01,1,2012,July,78.21623714,49.26119721,53.33223659,863.6134714
Queens West,QW01,2,2012,August,74.1690494,49.54500767,52.05133231,691.5903379
Queens West,QW01,10,2012,April,78.5146013,49.56479647,60.20647359,918.4397401
Queens West,QW01,12,2012,June,78.43632728,56.14484134,53.71975878,908.3124044
Queens West,QW01,11,2012,May,73.91753392,50.06176892,56.08131018,715.8334842
Queens West,QW01,4,2012,October,78.15281494,50.66759168,65.26597218,914.488281
Queens West,QW01,6,2012,December,79.05817284,50.86419061,55.03184495,858.9944563
Queens West,QW01,5,2012,November,74.63898076,49.79653578,67.22755295,752.0831559
Queens West,QW01,2,2013,August,75.16056888,48.72624157,49.89732424,732.896096
Queens West,QW01,3,2013,September,77.65391329,51.09556133,59.62046558,894.0777606
Queens West,QW01,9,2013,March,79.49087851,47.65527599,60.18525651,882.5570785
Queens West,QW01,1,2013,July,78.32743334,49.92957062,49.2651382,873.6722359
Queens West,QW01,8,2013,February,76.39637494,47.73764506,62.88852533,733.6438854
Queens West,QW01,7,2013,January,75.95625296,47.26668734,68.09108183,706.2426319
Queens West,QW01,11,2013,May,74.05724821,48.88707456,59.32278048,719.613841
Queens West,QW01,12,2013,June,77.91956698,55.99303931,60.28854719,872.7379778
Queens West,QW01,10,2013,April,78.1630017,47.5228953,61.23932752,902.7335766
Queens West,QW01,4,2013,October,73.92368031,42.98143839,56.70577283,747.3482725
Queens West,QW01,5,2013,November,79.46359879,52.200722,110.0667391,926.1194323
Queens West,QW01,6,2013,December,79.20673204,50.76146133,59.92973235,860.2143738
Queens West,QW01,2,2014,August,79.37268076,47.82701219,55.34217814,925.7612164
Queens West,QW01,3,2014,September,77.33433066,47.88310188,67.21881655,876.2191907
Queens West,QW01,11,2014,May,77.26913006,49.68574179,60.31905732,853.9453314
Queens West,QW01,12,2014,June,77.87132593,54.47622844,64.08650929,868.5299825
Queens West,QW01,10,2014,April,72.85882425,48.71189803,63.64672292,672.5910335
Queens West,QW01,9,2014,March,78.64947103,43.8986325,64.55187533,841.7478152
Queens West,QW01,1,2014,July,73.29944651,47.57169304,56.25946073,659.8872005
Queens West,QW01,8,2014,February,77.08645463,45.78134587,67.22131681,761.4446333
Queens West,QW01,7,2014,January,76.02016904,48.47936502,67.34349885,706.5395766
Queens West,QW01,4,2014,October,74.38486793,46.95419068,68.57028096,746.1944644
Queens West,QW01,5,2014,November,79.11276689,47.17296684,66.2923496,975.6597058
Queens West,QW01,6,2014,December,78.27183763,47.98260859,58.30638045,821.9806806
Queens West,QW01,10,2015,April,73.64774353,47.97926213,67.32291061,697.5949758
Queens West,QW01,7,2015,January,80.38907589,42.47076408,62.45926374,930.9636003
Queens West,QW01,9,2015,March,78.64162986,44.74840175,65.93044429,837.5172651
Queens West,QW01,1,2015,July,73.09726567,47.14607436,59.63627541,650.1673656
Queens West,QW01,2,2015,August,78.98956931,47.2844316,58.7490943,900.6258532
Queens West,QW01,11,2015,May,78.11291482,46.28135497,64.75380175,898.0743302
Queens West,QW01,3,2015,September,77.59011463,48.66378215,74.08237232,879.2626385
