Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Bronx,BX08,7,2006,January,77.90005863,47.92488333,63.01763969,726.7077185
Bronx,BX08,10,2006,April,76.81767525,56.17713895,66.61122248,798.914635
Bronx,BX08,2,2006,August,73.84034605,49.98519837,64.43677156,623.0987842
Bronx,BX08,9,2006,March,73.86928842,47.95342642,60.63326363,587.6770202
Bronx,BX08,11,2006,May,72.68727194,55.40004618,61.25684062,647.8814028
Bronx,BX08,12,2006,June,77.0810087,56.45931458,63.40502038,813.9372378
Bronx,BX08,4,2006,October,76.56006404,55.90535736,63.98013074,748.0682832
Bronx,BX08,5,2006,November,74.27038171,55.25115381,60.86861228,632.6753606
Bronx,BX08,6,2006,December,78.40648697,50.47607892,57.8334523,751.7243923
Bronx,BX08,2,2007,August,74.06159153,48.57622878,63.59092122,633.7972686
Bronx,BX08,11,2007,May,72.61960179,51.18896683,59.27893849,654.8167684
Bronx,BX08,12,2007,June,77.00558889,51.49517303,62.93071307,821.9433651
Bronx,BX08,1,2007,July,76.82226191,47.43624623,62.28973462,739.6789864
Bronx,BX08,10,2007,April,76.92670184,52.96769947,60.72441931,817.5894827
Bronx,BX08,7,2007,January,74.58145163,44.87485698,61.02894121,612.3800982
Bronx,BX08,9,2007,March,78.04087442,44.30296667,58.75698137,749.8119406
Bronx,BX08,3,2007,September,76.05279054,50.109284,62.35993612,741.5771359
Bronx,BX08,8,2007,February,75.51666436,43.38851788,59.53384162,651.9438797
Bronx,BX08,4,2007,October,77.15301254,50.79466525,63.36097691,785.8811561
Bronx,BX08,5,2007,November,73.67843115,49.82848973,57.37388489,622.210794
Bronx,BX08,6,2007,December,78.44692376,46.7171373,53.35922383,768.0188762
Bronx,BX08,9,2008,March,77.33200275,41.88113631,56.12225583,728.2553251
Bronx,BX08,3,2008,September,76.84568675,47.5669986,61.40056257,781.7412803
Bronx,BX08,1,2008,July,76.8238191,47.12546446,61.64484783,741.133562
Bronx,BX08,11,2008,May,76.77139675,48.24285417,56.17747847,825.8977666
Bronx,BX08,12,2008,June,76.98040457,49.91477234,59.42861004,828.2638339
Bronx,BX08,10,2008,April,71.99680056,49.90937834,57.07850477,638.8639602
Bronx,BX08,7,2008,January,72.33659642,41.59382043,55.62988564,555.4834483
Bronx,BX08,8,2008,February,72.92872885,40.54094022,51.9995867,581.0339397
Bronx,BX08,2,2008,August,73.54027558,45.76788449,56.78163928,628.3537407
Bronx,BX08,4,2008,October,73.27796555,50.72081832,60.62176959,640.6882674
Bronx,BX08,5,2008,November,78.41489061,51.16109049,59.75335498,834.9905739
Bronx,BX08,6,2008,December,77.4205367,44.40251525,51.48834459,730.9759491
Bronx,BX08,7,2009,January,79.01572975,40.7381864,63.25050322,795.6814975
Bronx,BX08,8,2009,February,74.93473254,38.86693443,61.24297534,639.5923513
Bronx,BX08,11,2009,May,77.04105122,44.1250812,59.60292793,843.6728484
Bronx,BX08,1,2009,July,72.72266107,44.21950818,58.46734074,604.0703444
Bronx,BX08,3,2009,September,77.03212668,48.72225304,61.29960121,787.4589513
Bronx,BX08,10,2009,April,73.08396605,46.59056428,64.4499686,673.7650874
Bronx,BX08,9,2009,March,78.28367624,37.87097541,58.33391898,776.9655612
Bronx,BX08,12,2009,June,76.81365009,46.48678664,60.87396194,826.3473391
Bronx,BX08,2,2009,August,78.51145292,46.00782717,58.64539958,823.2157101
Bronx,BX08,4,2009,October,73.02772948,45.90311232,61.71994807,640.5471985
Bronx,BX08,5,2009,November,77.80775013,42.26303551,57.09732099,843.3267798
Bronx,BX08,6,2009,December,73.64591129,44.17811811,61.36099751,587.5481008
Bronx,BX08,12,2010,June,73.52097403,46.83344036,57.72262542,694.9406907
Bronx,BX08,2,2010,August,78.12328096,41.40108416,60.78087918,813.2418004
Bronx,BX08,1,2010,July,73.01176097,40.32473911,61.44694888,617.4644642
Bronx,BX08,3,2010,September,72.78945519,43.69732507,63.03289405,635.7855472
Bronx,BX08,9,2010,March,71.97188644,38.26351099,56.57156859,554.182241
Bronx,BX08,7,2010,January,77.69438677,37.8517463,59.67570879,743.3937099
Bronx,BX08,8,2010,February,76.11602548,36.44610991,58.49551951,689.8482878
Bronx,BX08,10,2010,April,76.63372869,44.83711339,58.69898523,824.0647916
Bronx,BX08,11,2010,May,77.07173541,45.75291495,59.23456396,841.9669492
Bronx,BX08,4,2010,October,77.0503671,42.59371203,60.92975438,802.7231547
Bronx,BX08,6,2010,December,73.63282938,41.52891217,58.7722513,594.4976284
Bronx,BX08,5,2010,November,77.87926548,39.30340038,53.21769632,858.2766135
Bronx,BX08,8,2011,February,73.74588157,39.08607021,56.86988304,604.3612085
Bronx,BX08,9,2011,March,72.26497563,38.01761383,51.73258438,566.7029114
Bronx,BX08,10,2011,April,75.7926843,43.49032149,54.72134083,793.744931
Bronx,BX08,1,2011,July,77.26949552,38.36807891,57.79850897,784.3960217
Bronx,BX08,2,2011,August,78.12226573,39.71231494,55.47139718,823.4232138
Bronx,BX08,12,2011,June,73.01527285,46.39116217,53.33522896,682.0831876
Bronx,BX08,11,2011,May,75.69735662,43.45985974,51.67801945,792.9491706
Bronx,BX08,3,2011,September,72.73426295,44.02895623,58.35196493,637.3682276
Bronx,BX08,7,2011,January,75.49835912,35.51729097,56.30051087,671.0832244
Bronx,BX08,4,2011,October,76.46841349,41.9366392,55.58533567,783.9182334
Bronx,BX08,5,2011,November,77.28378854,39.85713378,51.49519002,829.9565389
Bronx,BX08,6,2011,December,77.63431929,41.36627194,53.99480949,744.5224868
Bronx,BX08,9,2012,March,77.78546844,36.23451655,54.03680867,763.3506696
Bronx,BX08,10,2012,April,77.32713277,44.23755947,59.01721884,857.9232691
Bronx,BX08,8,2012,February,69.31139088,35.61916307,54.66866676,492.8771926
Bronx,BX08,7,2012,January,77.65436265,36.45468461,59.44582432,745.248462
Bronx,BX08,2,2012,August,73.20490405,40.53911966,52.76781874,630.8665275
Bronx,BX08,3,2012,September,76.23635621,44.67567138,56.69805433,766.7728774
Bronx,BX08,1,2012,July,77.33641281,38.42652441,55.29765372,790.0305033
Bronx,BX08,11,2012,May,72.97637365,43.94367513,56.54882858,682.1068176
Bronx,BX08,12,2012,June,78.01512222,49.0854336,58.87378916,881.5119812
Bronx,BX08,4,2012,October,76.70432535,41.06869184,55.54999371,796.2892873
Bronx,BX08,6,2012,December,77.58308368,39.38183846,53.02274551,748.1027013
Bronx,BX08,5,2012,November,73.20775109,40.961016,53.74756279,662.5673641
Bronx,BX08,10,2013,April,77.00731692,43.47195418,59.4367123,843.6945342
Bronx,BX08,9,2013,March,78.46500367,37.587735,59.2882323,784.9442429
Bronx,BX08,8,2013,February,75.13015577,37.02577608,59.56796329,651.7043079
Bronx,BX08,3,2013,September,77.4515519,44.34443186,58.79385157,819.4743869
Bronx,BX08,2,2013,August,74.52172638,39.59309572,56.04640624,674.160564
Bronx,BX08,11,2013,May,73.4184156,43.58596374,59.38398468,695.6151388
Bronx,BX08,7,2013,January,74.86464115,39.56872082,64.37058174,628.4097222
Bronx,BX08,1,2013,July,77.75298424,38.57270359,59.27351901,804.3006016
Bronx,BX08,12,2013,June,78.05158654,49.53279078,62.33472455,878.1243267
Bronx,BX08,4,2013,October,72.86393398,35.06458356,47.90570167,666.8865538
Bronx,BX08,5,2013,November,77.91086155,44.44887111,69.66679656,829.0758066
Bronx,BX08,6,2013,December,78.29466527,39.30122475,55.66039933,776.9387728
Bronx,BX08,10,2014,April,72.92610127,47.24224129,67.86631955,664.0811843
Bronx,BX08,9,2014,March,77.83556576,37.98052295,62.31000477,752.2681237
Bronx,BX08,8,2014,February,75.19753952,36.19090567,64.86630183,650.7762793
Bronx,BX08,2,2014,August,79.23955455,41.86258411,63.15992136,865.0754201
Bronx,BX08,7,2014,January,75.23718591,39.53863077,68.71776308,636.0207537
Bronx,BX08,12,2014,June,77.84494239,49.60623868,67.31173301,861.4659153
Bronx,BX08,3,2014,September,77.78934585,45.11060912,65.84257379,825.9128071
Bronx,BX08,11,2014,May,77.29544141,45.42914769,65.63677763,845.9828509
Bronx,BX08,1,2014,July,74.01651928,40.54367059,63.09466517,648.2215513
Bronx,BX08,4,2014,October,74.20028711,42.51219235,64.5663616,684.481635
Bronx,BX08,6,2014,December,78.57750453,42.10554114,62.18988065,775.480567
Bronx,BX08,5,2014,November,78.80862176,42.15821534,62.4025292,888.5346373
Bronx,BX08,11,2015,May,77.84070182,45.16878225,69.29597462,869.1083786
Bronx,BX08,12,2015,June,77.79132691,50.30689193,72.07461669,843.768541
Bronx,BX08,8,2015,February,76.94212117,41.32358485,80.64656996,688.0150657
Bronx,BX08,3,2015,September,77.74969296,44.81186547,69.84131024,820.308022
Bronx,BX08,7,2015,January,79.5556852,37.10902217,70.43717476,821.7323714
Bronx,BX08,2,2015,August,78.87095343,41.60684452,66.66772118,842.4217086
Bronx,BX08,1,2015,July,73.2119132,40.79069651,66.48077582,618.4550355
Bronx,BX08,9,2015,March,78.78371985,39.5427709,72.42309273,779.7279558
Bronx,BX08,10,2015,April,73.61194461,46.59123809,73.88284859,683.1883619
Bronx,BX08,4,2015,October,73.96647297,44.24982617,70.32893366,667.6374039
Bronx,BX08,6,2015,December,74.48962275,43.32375855,68.53470949,609.0969124
Bronx,BX08,5,2015,November,78.83000517,42.30911582,66.04790323,884.9899358
Bronx,BX08,10,2016,April,77.79945355,47.14351669,81.26213455,839.968454
Bronx,BX08,1,2016,July,73.8263658,41.77896837,73.35477964,622.7986756
Bronx,BX08,9,2016,March,74.55656789,39.53753446,76.14060297,606.2964012
Bronx,BX08,11,2016,May,77.72242543,47.51470673,78.55360413,837.6462108
Bronx,BX08,8,2016,February,75.48135731,45.41713565,89.03373025,614.4658083
Bronx,BX08,2,2016,August,79.40800706,41.66820407,75.11053907,851.6468451
Bronx,BX08,12,2016,June,73.97159993,49.66432642,78.66939007,677.4975944
Bronx,BX08,3,2016,September,74.3314704,45.64143423,79.19460601,663.2984632
Bronx,BX08,7,2016,January,78.56539261,34.98226728,64.32125282,775.7795802
Bronx,BX08,4,2016,October,78.19262151,44.82168215,76.63287215,826.4971947
Bronx,BX08,5,2016,November,79.15572151,43.51146704,73.61337538,871.8308194
Bronx,BX08,6,2016,December,75.02378071,44.54891152,78.3756887,605.4178103
Bronx,BX08,7,2017,January,78.57365306,41.45714861,80.56963921,739.0147927
Bronx,BX08,1,2017,July,77.73548341,41.42668179,78.0661072,767.5138506
Bronx,BX08,10,2017,April,76.93617998,45.77030981,80.27930912,802.3658644
Bronx,BX08,11,2017,May,72.85826184,44.72937099,76.23652639,650.3417088
Bronx,BX08,2,2017,August,74.89389521,41.38323848,79.43194753,654.9966849
Bronx,BX08,3,2017,September,77.60234417,45.99968942,80.01763276,791.8962071
Bronx,BX08,9,2017,March,74.42236272,39.44009304,76.29028176,603.1895188
Bronx,BX08,8,2017,February,75.31053444,38.08608336,76.4203334,635.0255995
Bronx,BX08,12,2017,June,77.57646949,49.29293688,77.36838083,827.4616953
Bronx,BX08,4,2017,October,77.8863556,42.75477047,80.70746621,810.4258374
Bronx,BX08,6,2017,December,78.97242328,44.20907719,76.57758319,760.5664919
Bronx,BX08,5,2017,November,74.95561776,44.83387836,81.57060527,673.8823927
Bronx,BX08,2,2018,August,74.35995221,39.70750848,77.979208,640.5293719
Bronx,BX08,7,2018,January,75.303122,40.45730501,84.6916775,610.5574021
Bronx,BX08,8,2018,February,74.95819053,38.88592803,77.54358545,615.3957086
Bronx,BX08,9,2018,March,78.65361964,38.85235986,79.63566332,754.3330197
Bronx,BX08,1,2018,July,77.54736863,40.37417379,79.9819204,758.8369695
Bronx,BX08,3,2018,September,77.55186994,44.53821749,80.17535321,786.1710933
Bronx,BX08,12,2018,June,77.81510576,47.92493469,80.68662014,824.4041061
Bronx,BX08,11,2018,May,73.22013039,44.1373443,79.11194749,649.5508327
Bronx,BX08,10,2018,April,77.69751891,45.39962359,82.14827744,823.5384046
Bronx,BX08,4,2018,October,77.96766018,40.33607506,81.883781,810.8437293
Bronx,BX08,5,2018,November,74.58799411,41.77412258,80.04611066,652.0221833
Bronx,BX08,6,2018,December,79.08694795,41.64287058,74.15340694,762.5538335
Bronx,BX08,1,2019,July,77.52650836,39.78862517,82.29624309,747.3339521
Bronx,BX08,3,2019,September,77.63669252,44.91291016,85.29103566,779.5718822
Bronx,BX08,2,2019,August,74.43537602,39.74902827,81.47077745,629.4874002
Bronx,BX08,4,2019,October,73.85503732,42.70025327,84.77337425,637.8345156
Bronx,BX08,6,2019,December,78.73115239,38.58021629,74.29237177,750.2878719
Bronx,BX08,5,2019,November,78.4177681,42.51972049,82.64460938,794.4360835
Bronx,BX09,9,2005,March,52.31553581,25.47032078,30.47459196,316.9301244
Bronx,BX09,10,2005,April,54.99107671,22.51069429,30.06776437,351.9851633
Bronx,BX09,11,2005,May,56.56453722,22.01008142,30.16948001,375.5051138
Bronx,BX09,7,2005,January,57.68144815,22.56545035,27.2447765,397.8859285
Bronx,BX09,12,2005,June,51.0826673,22.12573249,30.689105,300.8188786
Bronx,BX09,3,2006,September,56.30572635,25.00807268,28.39119362,395.3074405
Bronx,BX09,10,2006,April,56.17380294,22.37496716,28.34787921,370.2582909
Bronx,BX09,11,2006,May,50.76275633,22.07464056,27.74825565,298.2567087
Bronx,BX09,2,2006,August,52.02995146,21.65297508,28.10717771,304.5984242
Bronx,BX09,9,2006,March,52.13227859,22.67956239,27.70510524,317.6407524
Bronx,BX09,1,2006,July,56.36188475,21.01445026,27.73130085,363.3836267
Bronx,BX09,7,2006,January,57.31492095,22.71381044,28.39748687,389.3030419
Bronx,BX09,8,2006,February,53.33366025,21.31429146,25.94305742,335.0726629
Bronx,BX09,12,2006,June,56.56146339,22.53256347,27.89376675,376.2592375
Bronx,BX09,4,2006,October,55.21152265,27.02773928,25.97675154,378.1465205
Bronx,BX09,5,2006,November,50.21309831,26.49705094,25.66021897,309.8217402
Bronx,BX09,6,2006,December,58.07656621,25.85588653,26.63950295,402.0398163
Bronx,BX09,11,2007,May,50.60741307,19.92752352,27.08142146,297.9920758
Bronx,BX09,2,2007,August,52.33369476,22.23585323,25.7985225,309.1370843
Bronx,BX09,9,2007,March,57.58703556,21.29053323,26.77437249,397.6339441
Bronx,BX09,3,2007,September,55.34734902,25.60280736,24.93819183,381.7787564
Bronx,BX09,12,2007,June,57.10718255,20.88293396,28.2337428,385.8420308
Bronx,BX09,8,2007,February,53.7480344,20.78192792,26.51217795,340.7955077
Bronx,BX09,1,2007,July,55.94466156,22.17256525,25.76983751,357.6140504
Bronx,BX09,10,2007,April,55.92319377,20.55914841,26.73039047,368.7121902
Bronx,BX09,7,2007,January,52.34917814,20.84853832,26.76949972,320.1492432
Bronx,BX09,4,2007,October,55.76581474,25.36676646,25.00904102,388.4262851
Bronx,BX09,5,2007,November,50.05627151,25.06427255,23.78833338,301.1898534
Bronx,BX09,6,2007,December,57.60372381,23.29731404,25.15609375,397.1969665
Bronx,BX09,2,2008,August,51.7868334,21.00244231,24.09264534,303.9933031
Bronx,BX09,9,2008,March,57.14765027,21.1087255,26.05088712,391.0924075
Bronx,BX09,8,2008,February,50.61798663,19.4696633,24.4379532,302.2710136
Bronx,BX09,1,2008,July,55.94895939,21.74240008,24.52551694,358.6944399
Bronx,BX09,10,2008,April,50.06910497,20.57033149,26.63283659,291.4442434
Bronx,BX09,11,2008,May,56.90130686,21.16843458,28.11818148,382.4529359
Bronx,BX09,12,2008,June,57.64022494,22.50925522,30.13283128,391.980249
Bronx,BX09,7,2008,January,50.05759286,19.37444759,26.11362801,293.3010174
Bronx,BX09,3,2008,September,55.95209997,22.9434796,25.57885067,392.724682
Bronx,BX09,4,2008,October,51.25936163,24.430239,25.20701927,324.4699534
Bronx,BX09,6,2008,December,56.86117746,21.66500839,24.11634725,387.1596168
Bronx,BX09,5,2008,November,56.74396782,24.64761149,25.12964535,402.9251667
Bronx,BX09,3,2009,September,56.3489016,25.49260136,28.05004317,395.8601265
Bronx,BX09,10,2009,April,51.37431796,21.48913137,30.7034659,304.7438946
Bronx,BX09,1,2009,July,51.52006676,23.16216618,27.32176888,297.9496732
Bronx,BX09,9,2009,March,58.6575598,21.68113527,29.67189062,413.5022165
Bronx,BX09,12,2009,June,56.81597168,22.85003845,29.97599279,378.818047
Bronx,BX09,2,2009,August,58.3523176,22.70432467,26.91338311,393.4318521
Bronx,BX09,7,2009,January,59.20260285,22.40483435,32.84704332,418.9694341
Bronx,BX09,8,2009,February,53.58977561,21.53942041,30.58633128,336.1897058
Bronx,BX09,11,2009,May,56.99688359,21.29654592,28.90963669,383.4195136
Bronx,BX09,4,2009,October,50.84768691,23.75503608,27.29791878,318.5680956
Bronx,BX09,5,2009,November,56.3527349,22.83592252,25.14608638,399.4967431
Bronx,BX09,6,2009,December,51.18325073,22.27300386,28.39384135,305.7514194
Bronx,BX09,7,2010,January,58.33019114,22.11843535,32.99144976,404.3354507
Bronx,BX09,1,2010,July,51.28212319,21.81091131,27.26553837,295.9256782
Bronx,BX09,2,2010,August,57.69472724,21.09155786,27.47574392,383.7979477
Bronx,BX09,10,2010,April,55.92668136,19.32783266,29.28155207,368.3753036
Bronx,BX09,11,2010,May,57.10287289,19.95404607,29.10244775,386.0377283
Bronx,BX09,9,2010,March,50.20453292,21.8222583,30.53316899,293.3949555
Bronx,BX09,12,2010,June,52.94520291,20.74163161,29.73185396,325.4904247
Bronx,BX09,3,2010,September,50.70787739,23.26926526,30.19120705,315.7131772
Bronx,BX09,8,2010,February,54.81025323,19.91557439,30.08253768,354.5457806
Bronx,BX09,4,2010,October,56.87621155,23.84726163,29.60530728,404.7045856
Bronx,BX09,5,2010,November,56.87657114,22.17674399,25.89240243,408.1363649
Bronx,BX09,6,2010,December,52.06515034,22.01674444,30.01437117,316.1848906
Bronx,BX09,2,2011,August,58.62112118,20.40100116,26.20806837,400.0422388
Bronx,BX09,12,2011,June,51.87161499,20.33777342,28.44982641,312.5970304
Bronx,BX09,9,2011,March,50.75633067,21.33312034,28.7209585,301.0062699
Bronx,BX09,1,2011,July,57.84348462,20.02958908,26.53068914,387.5292783
Bronx,BX09,8,2011,February,52.45221567,22.09231888,31.82603706,320.2605636
Bronx,BX09,11,2011,May,55.77418409,18.73203171,27.14627315,367.6448517
Bronx,BX09,10,2011,April,55.66823037,19.08916704,28.54343588,365.0899712
Bronx,BX09,3,2011,September,51.10483157,26.26642577,28.03526723,320.0796475
Bronx,BX09,7,2011,January,55.12975893,18.50488566,28.20672816,361.1192148
Bronx,BX09,4,2011,October,56.16202741,23.05792279,27.0510968,395.1497576
Bronx,BX09,5,2011,November,56.63891026,21.82014923,24.35653605,405.3682059
Bronx,BX09,6,2011,December,57.52027568,21.41349562,29.15151636,395.1318104
Bronx,BX09,9,2012,March,57.79622602,18.61086763,28.62343017,402.1853677
Bronx,BX09,3,2012,September,55.81416948,23.57785644,26.75346922,389.422609
Bronx,BX09,1,2012,July,57.87914234,19.71997842,26.50142828,388.346161
Bronx,BX09,7,2012,January,57.62427547,19.5088061,30.71090666,396.1642703
Bronx,BX09,2,2012,August,51.94195965,19.89091962,24.93223352,306.1275532
Bronx,BX09,8,2012,February,46.48741727,18.62442954,28.05611583,255.3226322
Bronx,BX09,10,2012,April,57.4979824,18.79346132,29.10895267,393.2504782
Bronx,BX09,11,2012,May,52.2738556,19.11878176,28.55109545,318.4232968
Bronx,BX09,12,2012,June,59.35486804,21.36940596,29.31815598,422.1399479
Bronx,BX09,4,2012,October,56.39931554,21.94895379,26.9432195,399.8256854
Bronx,BX09,6,2012,December,57.26609135,21.36258927,27.72370227,391.8699621
Bronx,BX09,5,2012,November,50.57607708,22.11852513,26.1157492,316.5887287
Bronx,BX09,9,2013,March,58.50497089,20.07827915,29.47941481,412.3551857
Bronx,BX09,8,2013,February,53.71954974,19.77035233,29.87435014,339.4995613
Bronx,BX09,12,2013,June,58.8185362,21.7657573,31.02525948,411.5500864
Bronx,BX09,1,2013,July,58.83611485,19.69233887,25.98991485,404.2995357
Bronx,BX09,2,2013,August,54.21649051,20.55750685,26.34179519,334.2165773
Bronx,BX09,11,2013,May,52.39575968,19.57402453,28.24495707,319.8228474
Bronx,BX09,3,2013,September,57.81325045,23.72632006,27.83378517,421.7017216
Bronx,BX09,10,2013,April,56.56357806,18.37417038,28.60521071,379.1283273
Bronx,BX09,7,2013,January,53.38834756,19.75852579,31.69134817,332.6650974
Bronx,BX09,4,2013,October,51.07521028,18.44954134,21.52047612,327.2439815
Bronx,BX09,6,2013,December,57.86790382,21.46630965,30.50241866,399.9967536
Bronx,BX09,5,2013,November,56.85661417,22.35901112,29.92751381,405.2598202
Bronx,BX09,12,2014,June,60.14846579,23.12973779,37.26154075,429.8517003
